is_valid,lap_number,rider_name,rider_number,sector_number,sector_time,time_seconds
True,1,Eddie O'SHEA,8,2,30.671,30.671
True,1,Eddie O'SHEA,8,3,25.339,25.339
True,1,Eddie O'SHEA,8,4,29.256,29.256
True,2,Eddie O'SHEA,8,1,24.306,24.306
True,2,Eddie O'SHEA,8,2,28.796,28.796
True,2,Eddie O'SHEA,8,3,24.435,24.435
True,2,Eddie O'SHEA,8,4,28.253,28.253
True,3,Eddie O'SHEA,8,1,23.593,23.593
True,3,Eddie O'SHEA,8,2,27.921,27.921
True,3,Eddie O'SHEA,8,3,23.777,23.777
True,3,Eddie O'SHEA,8,4,27.968,27.968
True,4,Eddie O'SHEA,8,1,23.430,23.43
True,4,Eddie O'SHEA,8,2,27.658,27.658
True,4,Eddie O'SHEA,8,3,23.996,23.996
True,4,Eddie O'SHEA,8,4,27.802,27.802
True,5,Eddie O'SHEA,8,1,23.429,23.429
True,5,Eddie O'SHEA,8,2,28.497,28.497
True,5,Eddie O'SHEA,8,3,23.789,23.789
True,5,Eddie O'SHEA,8,4,27.791,27.791
True,6,Eddie O'SHEA,8,1,23.334,23.334
True,6,Eddie O'SHEA,8,2,27.315,27.315
True,6,Eddie O'SHEA,8,3,23.435,23.435
True,6,Eddie O'SHEA,8,4,27.992,27.992
True,7,Eddie O'SHEA,8,1,23.286,23.286
True,7,Eddie O'SHEA,8,2,27.456,27.456
True,7,Eddie O'SHEA,8,3,23.395,23.395
True,7,Eddie O'SHEA,8,4,27.733,27.733
True,9,Eddie O'SHEA,8,1,23.405,23.405
True,9,Eddie O'SHEA,8,2,28.335,28.335
True,9,Eddie O'SHEA,8,3,24.164,24.164
True,9,Eddie O'SHEA,8,4,27.978,27.978
True,10,Eddie O'SHEA,8,1,23.193,23.193
True,10,Eddie O'SHEA,8,2,27.695,27.695
True,10,Eddie O'SHEA,8,3,23.378,23.378
True,10,Eddie O'SHEA,8,4,27.606,27.606
True,11,Eddie O'SHEA,8,1,23.278,23.278
True,11,Eddie O'SHEA,8,2,27.121,27.121
True,11,Eddie O'SHEA,8,3,23.209,23.209
True,11,Eddie O'SHEA,8,4,27.480,27.48
True,12,Eddie O'SHEA,8,1,23.138,23.138
True,12,Eddie O'SHEA,8,2,27.078,27.078
True,12,Eddie O'SHEA,8,3,23.149,23.149
True,12,Eddie O'SHEA,8,4,27.411,27.411
True,13,Eddie O'SHEA,8,1,23.213,23.213
True,13,Eddie O'SHEA,8,2,27.224,27.224
True,13,Eddie O'SHEA,8,3,23.937,23.937
True,13,Eddie O'SHEA,8,4,36.107,36.107
True,14,Eddie O'SHEA,8,1,28.460,28.46
True,14,Eddie O'SHEA,8,2,30.037,30.037
True,14,Eddie O'SHEA,8,3,23.784,23.784
True,14,Eddie O'SHEA,8,4,30.291,30.291
True,15,Eddie O'SHEA,8,1,23.006,23.006
True,15,Eddie O'SHEA,8,2,26.971,26.971
True,15,Eddie O'SHEA,8,3,23.037,23.037
True,15,Eddie O'SHEA,8,4,27.164,27.164
True,17,Eddie O'SHEA,8,1,22.910,22.91
True,17,Eddie O'SHEA,8,2,27.288,27.288
True,17,Eddie O'SHEA,8,3,22.998,22.998
True,17,Eddie O'SHEA,8,4,27.363,27.363
True,1,Nicola CARRARO,10,1,26.290,26.29
True,1,Nicola CARRARO,10,2,30.539,30.539
True,1,Nicola CARRARO,10,3,25.619,25.619
True,1,Nicola CARRARO,10,4,29.034,29.034
True,2,Nicola CARRARO,10,1,24.384,24.384
True,2,Nicola CARRARO,10,2,28.553,28.553
True,2,Nicola CARRARO,10,3,24.432,24.432
True,2,Nicola CARRARO,10,4,28.505,28.505
True,3,Nicola CARRARO,10,1,23.918,23.918
True,3,Nicola CARRARO,10,2,28.488,28.488
True,3,Nicola CARRARO,10,3,24.125,24.125
True,3,Nicola CARRARO,10,4,28.129,28.129
True,4,Nicola CARRARO,10,1,23.827,23.827
True,4,Nicola CARRARO,10,2,27.985,27.985
True,4,Nicola CARRARO,10,3,24.206,24.206
True,4,Nicola CARRARO,10,4,27.969,27.969
True,5,Nicola CARRARO,10,1,23.415,23.415
True,5,Nicola CARRARO,10,2,27.623,27.623
True,5,Nicola CARRARO,10,3,23.524,23.524
True,5,Nicola CARRARO,10,4,27.849,27.849
True,6,Nicola CARRARO,10,1,23.461,23.461
True,6,Nicola CARRARO,10,2,28.546,28.546
True,6,Nicola CARRARO,10,3,23.759,23.759
True,6,Nicola CARRARO,10,4,27.785,27.785
True,7,Nicola CARRARO,10,1,23.259,23.259
True,7,Nicola CARRARO,10,2,27.317,27.317
True,7,Nicola CARRARO,10,3,23.310,23.31
True,7,Nicola CARRARO,10,4,27.679,27.679
True,8,Nicola CARRARO,10,1,23.301,23.301
True,8,Nicola CARRARO,10,2,27.116,27.116
True,8,Nicola CARRARO,10,3,23.265,23.265
True,8,Nicola CARRARO,10,4,27.615,27.615
True,9,Nicola CARRARO,10,1,23.204,23.204
True,9,Nicola CARRARO,10,2,26.992,26.992
True,9,Nicola CARRARO,10,3,23.148,23.148
True,9,Nicola CARRARO,10,4,27.445,27.445
True,11,Nicola CARRARO,10,1,23.149,23.149
True,11,Nicola CARRARO,10,2,26.862,26.862
True,11,Nicola CARRARO,10,3,23.087,23.087
True,11,Nicola CARRARO,10,4,27.385,27.385
True,12,Nicola CARRARO,10,1,23.086,23.086
True,12,Nicola CARRARO,10,2,27.103,27.103
True,12,Nicola CARRARO,10,3,23.068,23.068
True,12,Nicola CARRARO,10,4,38.189,38.189
True,13,Nicola CARRARO,10,1,26.054,26.054
True,13,Nicola CARRARO,10,2,28.361,28.361
True,13,Nicola CARRARO,10,3,23.495,23.495
True,13,Nicola CARRARO,10,4,27.615,27.615
True,15,Nicola CARRARO,10,1,23.113,23.113
True,15,Nicola CARRARO,10,2,26.810,26.81
True,15,Nicola CARRARO,10,3,23.126,23.126
True,15,Nicola CARRARO,10,4,27.661,27.661
True,16,Nicola CARRARO,10,1,23.105,23.105
True,16,Nicola CARRARO,10,2,26.779,26.779
True,16,Nicola CARRARO,10,3,23.123,23.123
True,16,Nicola CARRARO,10,4,27.367,27.367
True,17,Nicola CARRARO,10,1,23.091,23.091
True,17,Nicola CARRARO,10,2,26.890,26.89
True,17,Nicola CARRARO,10,3,23.062,23.062
True,17,Nicola CARRARO,10,4,27.303,27.303
True,1,Dennis FOGGIA,71,1,25.655,25.655
True,1,Dennis FOGGIA,71,2,30.758,30.758
True,1,Dennis FOGGIA,71,3,25.208,25.208
True,1,Dennis FOGGIA,71,4,29.142,29.142
True,2,Dennis FOGGIA,71,1,24.345,24.345
True,2,Dennis FOGGIA,71,2,28.894,28.894
True,2,Dennis FOGGIA,71,3,23.975,23.975
True,2,Dennis FOGGIA,71,4,28.316,28.316
True,5,Dennis FOGGIA,71,1,23.375,23.375
True,5,Dennis FOGGIA,71,2,27.726,27.726
True,5,Dennis FOGGIA,71,3,24.026,24.026
True,5,Dennis FOGGIA,71,4,27.945,27.945
True,6,Dennis FOGGIA,71,1,23.346,23.346
True,6,Dennis FOGGIA,71,2,27.705,27.705
True,6,Dennis FOGGIA,71,3,23.620,23.62
True,6,Dennis FOGGIA,71,4,35.283,35.283
True,8,Dennis FOGGIA,71,1,23.360,23.36
True,8,Dennis FOGGIA,71,2,27.879,27.879
True,8,Dennis FOGGIA,71,3,23.210,23.21
True,8,Dennis FOGGIA,71,4,27.527,27.527
True,9,Dennis FOGGIA,71,1,23.181,23.181
True,9,Dennis FOGGIA,71,2,27.472,27.472
True,9,Dennis FOGGIA,71,3,22.987,22.987
True,9,Dennis FOGGIA,71,4,27.459,27.459
True,10,Dennis FOGGIA,71,1,24.341,24.341
True,10,Dennis FOGGIA,71,2,28.486,28.486
True,10,Dennis FOGGIA,71,3,23.557,23.557
True,10,Dennis FOGGIA,71,4,27.498,27.498
True,11,Dennis FOGGIA,71,1,23.203,23.203
True,11,Dennis FOGGIA,71,2,27.359,27.359
True,12,Dennis FOGGIA,71,1,23.587,23.587
True,12,Dennis FOGGIA,71,2,29.143,29.143
True,12,Dennis FOGGIA,71,3,23.282,23.282
True,12,Dennis FOGGIA,71,4,27.377,27.377
True,13,Dennis FOGGIA,71,1,23.366,23.366
True,13,Dennis FOGGIA,71,2,27.327,27.327
True,13,Dennis FOGGIA,71,3,23.027,23.027
True,13,Dennis FOGGIA,71,4,27.554,27.554
True,14,Dennis FOGGIA,71,1,23.110,23.11
True,14,Dennis FOGGIA,71,2,27.057,27.057
True,14,Dennis FOGGIA,71,3,23.039,23.039
True,14,Dennis FOGGIA,71,4,27.299,27.299
True,1,Zen MITANI,2,1,28.166,28.166
True,1,Zen MITANI,2,2,30.590,30.59
True,1,Zen MITANI,2,3,25.078,25.078
True,1,Zen MITANI,2,4,28.730,28.73
True,2,Zen MITANI,2,1,24.187,24.187
True,2,Zen MITANI,2,2,29.687,29.687
True,2,Zen MITANI,2,3,24.437,24.437
True,2,Zen MITANI,2,4,28.188,28.188
True,3,Zen MITANI,2,1,24.026,24.026
True,3,Zen MITANI,2,2,28.175,28.175
True,3,Zen MITANI,2,3,24.038,24.038
True,3,Zen MITANI,2,4,27.969,27.969
True,4,Zen MITANI,2,1,23.573,23.573
True,4,Zen MITANI,2,2,28.375,28.375
True,4,Zen MITANI,2,3,23.638,23.638
True,4,Zen MITANI,2,4,28.028,28.028
True,5,Zen MITANI,2,1,23.524,23.524
True,5,Zen MITANI,2,2,27.805,27.805
True,5,Zen MITANI,2,3,23.640,23.64
True,5,Zen MITANI,2,4,27.788,27.788
True,6,Zen MITANI,2,1,23.433,23.433
True,6,Zen MITANI,2,2,27.529,27.529
True,6,Zen MITANI,2,3,23.358,23.358
True,6,Zen MITANI,2,4,27.777,27.777
True,7,Zen MITANI,2,1,23.412,23.412
True,7,Zen MITANI,2,2,27.451,27.451
True,7,Zen MITANI,2,3,23.287,23.287
True,7,Zen MITANI,2,4,27.709,27.709
True,8,Zen MITANI,2,1,23.347,23.347
True,8,Zen MITANI,2,2,27.392,27.392
True,8,Zen MITANI,2,3,23.674,23.674
True,8,Zen MITANI,2,4,28.409,28.409
True,9,Zen MITANI,2,1,23.694,23.694
True,9,Zen MITANI,2,2,27.501,27.501
True,9,Zen MITANI,2,3,23.402,23.402
True,9,Zen MITANI,2,4,28.462,28.462
True,10,Zen MITANI,2,1,24.087,24.087
True,10,Zen MITANI,2,2,28.451,28.451
True,10,Zen MITANI,2,3,24.148,24.148
True,10,Zen MITANI,2,4,38.687,38.687
True,11,Zen MITANI,2,1,26.378,26.378
True,11,Zen MITANI,2,2,28.929,28.929
True,11,Zen MITANI,2,3,23.721,23.721
True,11,Zen MITANI,2,4,28.122,28.122
True,12,Zen MITANI,2,1,23.384,23.384
True,12,Zen MITANI,2,2,26.891,26.891
True,12,Zen MITANI,2,3,23.113,23.113
True,12,Zen MITANI,2,4,27.580,27.58
True,13,Zen MITANI,2,1,25.773,25.773
True,13,Zen MITANI,2,2,28.753,28.753
True,13,Zen MITANI,2,3,23.828,23.828
True,13,Zen MITANI,2,4,28.845,28.845
True,14,Zen MITANI,2,1,23.361,23.361
True,14,Zen MITANI,2,2,27.044,27.044
True,14,Zen MITANI,2,3,23.147,23.147
True,14,Zen MITANI,2,4,27.541,27.541
True,15,Zen MITANI,2,1,23.196,23.196
True,15,Zen MITANI,2,2,26.911,26.911
True,15,Zen MITANI,2,3,23.043,23.043
True,15,Zen MITANI,2,4,27.505,27.505
True,16,Zen MITANI,2,1,24.856,24.856
True,16,Zen MITANI,2,2,27.687,27.687
True,16,Zen MITANI,2,3,23.536,23.536
True,16,Zen MITANI,2,4,27.528,27.528
True,17,Zen MITANI,2,1,23.337,23.337
True,17,Zen MITANI,2,2,26.892,26.892
True,17,Zen MITANI,2,3,23.011,23.011
True,17,Zen MITANI,2,4,27.282,27.282
True,1,Taiyo FURUSATO,72,1,27.308,27.308
True,1,Taiyo FURUSATO,72,2,29.999,29.999
True,1,Taiyo FURUSATO,72,3,24.979,24.979
True,1,Taiyo FURUSATO,72,4,28.708,28.708
True,2,Taiyo FURUSATO,72,1,23.908,23.908
True,2,Taiyo FURUSATO,72,2,28.419,28.419
True,2,Taiyo FURUSATO,72,3,23.957,23.957
True,2,Taiyo FURUSATO,72,4,28.005,28.005
True,3,Taiyo FURUSATO,72,1,23.583,23.583
True,3,Taiyo FURUSATO,72,2,27.571,27.571
True,3,Taiyo FURUSATO,72,3,23.781,23.781
True,3,Taiyo FURUSATO,72,4,27.840,27.84
True,4,Taiyo FURUSATO,72,1,23.421,23.421
True,4,Taiyo FURUSATO,72,2,27.427,27.427
True,4,Taiyo FURUSATO,72,3,23.661,23.661
True,4,Taiyo FURUSATO,72,4,27.575,27.575
True,5,Taiyo FURUSATO,72,1,23.211,23.211
True,5,Taiyo FURUSATO,72,2,27.499,27.499
True,5,Taiyo FURUSATO,72,3,23.689,23.689
True,5,Taiyo FURUSATO,72,4,27.613,27.613
True,6,Taiyo FURUSATO,72,1,23.361,23.361
True,6,Taiyo FURUSATO,72,2,27.992,27.992
True,6,Taiyo FURUSATO,72,3,23.672,23.672
True,6,Taiyo FURUSATO,72,4,27.455,27.455
True,7,Taiyo FURUSATO,72,1,23.155,23.155
True,7,Taiyo FURUSATO,72,2,27.066,27.066
True,7,Taiyo FURUSATO,72,3,23.204,23.204
True,7,Taiyo FURUSATO,72,4,27.409,27.409
True,8,Taiyo FURUSATO,72,1,23.124,23.124
True,8,Taiyo FURUSATO,72,2,27.106,27.106
True,8,Taiyo FURUSATO,72,3,23.156,23.156
True,8,Taiyo FURUSATO,72,4,27.227,27.227
True,9,Taiyo FURUSATO,72,1,24.552,24.552
True,9,Taiyo FURUSATO,72,2,29.785,29.785
True,9,Taiyo FURUSATO,72,3,24.067,24.067
True,9,Taiyo FURUSATO,72,4,40.765,40.765
True,10,Taiyo FURUSATO,72,1,27.082,27.082
True,10,Taiyo FURUSATO,72,2,28.715,28.715
True,10,Taiyo FURUSATO,72,3,23.771,23.771
True,10,Taiyo FURUSATO,72,4,27.749,27.749
True,11,Taiyo FURUSATO,72,1,23.388,23.388
True,11,Taiyo FURUSATO,72,2,27.761,27.761
True,11,Taiyo FURUSATO,72,3,23.937,23.937
True,11,Taiyo FURUSATO,72,4,27.453,27.453
True,13,Taiyo FURUSATO,72,1,23.224,23.224
True,13,Taiyo FURUSATO,72,2,27.154,27.154
True,13,Taiyo FURUSATO,72,3,23.224,23.224
True,13,Taiyo FURUSATO,72,4,27.370,27.37
True,1,Matteo BERTELLE,18,1,27.597,27.597
True,1,Matteo BERTELLE,18,2,30.754,30.754
True,1,Matteo BERTELLE,18,3,25.519,25.519
True,1,Matteo BERTELLE,18,4,29.187,29.187
True,2,Matteo BERTELLE,18,1,24.097,24.097
True,2,Matteo BERTELLE,18,2,28.902,28.902
True,2,Matteo BERTELLE,18,3,24.490,24.49
True,2,Matteo BERTELLE,18,4,28.705,28.705
True,3,Matteo BERTELLE,18,1,23.961,23.961
True,3,Matteo BERTELLE,18,2,28.432,28.432
True,3,Matteo BERTELLE,18,3,23.823,23.823
True,3,Matteo BERTELLE,18,4,27.995,27.995
True,4,Matteo BERTELLE,18,1,23.517,23.517
True,4,Matteo BERTELLE,18,2,28.498,28.498
True,4,Matteo BERTELLE,18,3,23.875,23.875
True,4,Matteo BERTELLE,18,4,27.625,27.625
True,5,Matteo BERTELLE,18,1,23.412,23.412
True,5,Matteo BERTELLE,18,2,28.008,28.008
True,5,Matteo BERTELLE,18,3,23.642,23.642
True,5,Matteo BERTELLE,18,4,27.557,27.557
True,6,Matteo BERTELLE,18,1,23.192,23.192
True,6,Matteo BERTELLE,18,2,27.895,27.895
True,6,Matteo BERTELLE,18,3,23.571,23.571
True,6,Matteo BERTELLE,18,4,27.718,27.718
True,7,Matteo BERTELLE,18,1,23.031,23.031
True,7,Matteo BERTELLE,18,2,27.260,27.26
True,7,Matteo BERTELLE,18,3,23.113,23.113
True,7,Matteo BERTELLE,18,4,27.281,27.281
True,10,Matteo BERTELLE,18,1,22.962,22.962
True,10,Matteo BERTELLE,18,2,31.929,31.929
True,10,Matteo BERTELLE,18,3,24.520,24.52
True,10,Matteo BERTELLE,18,4,27.833,27.833
True,11,Matteo BERTELLE,18,1,22.984,22.984
True,11,Matteo BERTELLE,18,2,27.362,27.362
True,11,Matteo BERTELLE,18,3,23.094,23.094
True,11,Matteo BERTELLE,18,4,27.459,27.459
True,12,Matteo BERTELLE,18,1,24.134,24.134
True,12,Matteo BERTELLE,18,2,28.292,28.292
True,12,Matteo BERTELLE,18,3,24.058,24.058
True,12,Matteo BERTELLE,18,4,36.693,36.693
True,13,Matteo BERTELLE,18,1,27.638,27.638
True,13,Matteo BERTELLE,18,2,28.930,28.93
True,13,Matteo BERTELLE,18,3,23.578,23.578
True,13,Matteo BERTELLE,18,4,27.659,27.659
True,15,Matteo BERTELLE,18,1,23.926,23.926
True,15,Matteo BERTELLE,18,2,27.926,27.926
True,15,Matteo BERTELLE,18,3,23.027,23.027
True,15,Matteo BERTELLE,18,4,27.303,27.303
True,18,Matteo BERTELLE,18,1,23.523,23.523
True,18,Matteo BERTELLE,18,2,27.466,27.466
True,18,Matteo BERTELLE,18,3,23.182,23.182
True,18,Matteo BERTELLE,18,4,27.294,27.294
True,1,Jacob ROULSTONE,12,1,27.052,27.052
True,1,Jacob ROULSTONE,12,2,29.735,29.735
True,1,Jacob ROULSTONE,12,3,24.945,24.945
True,1,Jacob ROULSTONE,12,4,28.974,28.974
True,2,Jacob ROULSTONE,12,1,23.822,23.822
True,2,Jacob ROULSTONE,12,2,28.137,28.137
True,2,Jacob ROULSTONE,12,3,23.799,23.799
True,2,Jacob ROULSTONE,12,4,28.256,28.256
True,3,Jacob ROULSTONE,12,1,23.636,23.636
True,3,Jacob ROULSTONE,12,2,27.453,27.453
True,3,Jacob ROULSTONE,12,3,23.381,23.381
True,3,Jacob ROULSTONE,12,4,27.869,27.869
True,4,Jacob ROULSTONE,12,1,23.379,23.379
True,4,Jacob ROULSTONE,12,2,27.370,27.37
True,4,Jacob ROULSTONE,12,3,23.368,23.368
True,4,Jacob ROULSTONE,12,4,27.750,27.75
True,5,Jacob ROULSTONE,12,1,23.410,23.41
True,5,Jacob ROULSTONE,12,2,27.195,27.195
True,5,Jacob ROULSTONE,12,3,23.388,23.388
True,5,Jacob ROULSTONE,12,4,27.754,27.754
True,6,Jacob ROULSTONE,12,1,23.421,23.421
True,6,Jacob ROULSTONE,12,2,27.075,27.075
True,6,Jacob ROULSTONE,12,3,23.428,23.428
True,6,Jacob ROULSTONE,12,4,27.670,27.67
True,7,Jacob ROULSTONE,12,1,23.428,23.428
True,7,Jacob ROULSTONE,12,2,27.079,27.079
True,7,Jacob ROULSTONE,12,3,23.607,23.607
True,7,Jacob ROULSTONE,12,4,27.949,27.949
True,8,Jacob ROULSTONE,12,1,23.359,23.359
True,8,Jacob ROULSTONE,12,2,27.093,27.093
True,8,Jacob ROULSTONE,12,3,23.215,23.215
True,8,Jacob ROULSTONE,12,4,27.507,27.507
True,9,Jacob ROULSTONE,12,1,23.487,23.487
True,10,Jacob ROULSTONE,12,1,24.438,24.438
True,10,Jacob ROULSTONE,12,2,28.207,28.207
True,10,Jacob ROULSTONE,12,3,23.656,23.656
True,10,Jacob ROULSTONE,12,4,27.573,27.573
True,11,Jacob ROULSTONE,12,1,23.412,23.412
True,11,Jacob ROULSTONE,12,2,27.104,27.104
True,11,Jacob ROULSTONE,12,3,23.226,23.226
True,11,Jacob ROULSTONE,12,4,27.443,27.443
True,12,Jacob ROULSTONE,12,1,23.468,23.468
True,12,Jacob ROULSTONE,12,2,27.022,27.022
True,12,Jacob ROULSTONE,12,3,23.304,23.304
True,12,Jacob ROULSTONE,12,4,27.471,27.471
True,15,Jacob ROULSTONE,12,1,23.260,23.26
True,15,Jacob ROULSTONE,12,2,27.010,27.01
True,15,Jacob ROULSTONE,12,3,23.071,23.071
True,15,Jacob ROULSTONE,12,4,27.444,27.444
True,1,Cormac BUCHANAN,14,1,26.702,26.702
True,1,Cormac BUCHANAN,14,2,30.453,30.453
True,1,Cormac BUCHANAN,14,3,24.832,24.832
True,1,Cormac BUCHANAN,14,4,29.037,29.037
True,2,Cormac BUCHANAN,14,1,23.771,23.771
True,2,Cormac BUCHANAN,14,2,28.577,28.577
True,2,Cormac BUCHANAN,14,3,23.959,23.959
True,2,Cormac BUCHANAN,14,4,28.223,28.223
True,3,Cormac BUCHANAN,14,1,23.582,23.582
True,3,Cormac BUCHANAN,14,2,28.738,28.738
True,3,Cormac BUCHANAN,14,3,23.757,23.757
True,3,Cormac BUCHANAN,14,4,28.057,28.057
True,4,Cormac BUCHANAN,14,1,23.571,23.571
True,4,Cormac BUCHANAN,14,2,28.040,28.04
True,4,Cormac BUCHANAN,14,3,23.508,23.508
True,4,Cormac BUCHANAN,14,4,27.696,27.696
True,5,Cormac BUCHANAN,14,1,23.494,23.494
True,5,Cormac BUCHANAN,14,2,27.515,27.515
True,5,Cormac BUCHANAN,14,3,23.407,23.407
True,5,Cormac BUCHANAN,14,4,27.788,27.788
True,6,Cormac BUCHANAN,14,1,23.379,23.379
True,6,Cormac BUCHANAN,14,2,27.319,27.319
True,6,Cormac BUCHANAN,14,3,23.245,23.245
True,6,Cormac BUCHANAN,14,4,27.732,27.732
True,1,Hakim DANISH,13,1,24.319,24.319
True,1,Hakim DANISH,13,2,29.617,29.617
True,1,Hakim DANISH,13,3,24.902,24.902
True,1,Hakim DANISH,13,4,28.818,28.818
True,2,Hakim DANISH,13,1,23.942,23.942
True,2,Hakim DANISH,13,2,44.491,44.491
True,2,Hakim DANISH,13,3,25.531,25.531
True,2,Hakim DANISH,13,4,28.774,28.774
True,3,Hakim DANISH,13,1,24.283,24.283
True,3,Hakim DANISH,13,2,28.728,28.728
True,3,Hakim DANISH,13,3,25.306,25.306
True,3,Hakim DANISH,13,4,28.699,28.699
True,4,Hakim DANISH,13,1,24.136,24.136
True,4,Hakim DANISH,13,2,28.251,28.251
True,4,Hakim DANISH,13,3,24.260,24.26
True,4,Hakim DANISH,13,4,27.996,27.996
True,6,Hakim DANISH,13,1,24.012,24.012
True,6,Hakim DANISH,13,2,27.930,27.93
True,6,Hakim DANISH,13,3,23.864,23.864
True,6,Hakim DANISH,13,4,27.901,27.901
True,7,Hakim DANISH,13,1,23.906,23.906
True,7,Hakim DANISH,13,2,27.756,27.756
True,7,Hakim DANISH,13,3,24.721,24.721
True,7,Hakim DANISH,13,4,27.945,27.945
True,8,Hakim DANISH,13,1,24.090,24.09
True,8,Hakim DANISH,13,2,27.986,27.986
True,8,Hakim DANISH,13,3,23.958,23.958
True,8,Hakim DANISH,13,4,28.082,28.082
True,9,Hakim DANISH,13,1,23.935,23.935
True,9,Hakim DANISH,13,2,27.866,27.866
True,9,Hakim DANISH,13,3,23.531,23.531
True,9,Hakim DANISH,13,4,28.173,28.173
True,10,Hakim DANISH,13,1,23.878,23.878
True,10,Hakim DANISH,13,2,27.913,27.913
True,10,Hakim DANISH,13,3,24.221,24.221
True,10,Hakim DANISH,13,4,37.498,37.498
True,11,Hakim DANISH,13,1,23.080,23.08
True,11,Hakim DANISH,13,2,28.076,28.076
True,11,Hakim DANISH,13,3,25.984,25.984
True,11,Hakim DANISH,13,4,28.125,28.125
True,13,Hakim DANISH,13,1,26.238,26.238
True,13,Hakim DANISH,13,2,30.672,30.672
True,13,Hakim DANISH,13,3,23.906,23.906
True,13,Hakim DANISH,13,4,27.784,27.784
True,15,Hakim DANISH,13,1,23.868,23.868
True,15,Hakim DANISH,13,2,27.832,27.832
True,15,Hakim DANISH,13,3,23.802,23.802
True,15,Hakim DANISH,13,4,27.756,27.756
